Direccion,Latitud,Longitud,acumulado
2339,calle 88 44,10.9447042,-74.8223104,1
2340,calle 88 45,11.0235461,-74.8095969,1
2341,calle 88 46,10.9447042,-74.8223104,1
2342,calle 88 46 ,10.9447042,-74.8223104,1
2343,calle 88 5,10.9447042,-74.8223104,1
2344,calle 88 5 110,10.9447042,-74.8223104,1
2345,calle 88 6,10.946164,-74.8230462,3
2346,calle 88 71,10.9447042,-74.8223104,4
2347,calle 88 73,10.9447042,-74.8223104,5
2348,calle 88 74,10.9447042,-74.8223104,3
2349,calle 88 75,10.9447042,-74.8223104,1
2350,calle 88 77,10.9447042,-74.8223104,1
2351,calle 89 52 53,10.9301098,-74.8241078,1
2352,calle 89 53,11.0233477,-74.8105658,2
2353,calle 89 71,10.9301098,-74.8241078,1
2354,calle 89 71 72,10.9301098,-74.8241078,1
2355,calle 89 76,10.9301098,-74.8241078,3
2356,calle 89 8 23,10.9301098,-74.8241078,1
2357,calle 9 23,10.9590513,-74.7704538,1
2358,calle 9 42 47,10.9590513,-74.7704538,1
2359,calle 9 43,10.9590513,-74.7704538,1
2360,calle 9 51 52,10.9590513,-74.7704538,1
2361,calle 9 59,10.9590513,-74.7704538,1
2362,calle 90 1,10.940572,-74.8241075,1
2363,calle 90 10,10.940572,-74.8241075,1
2364,calle 90 15 ,11.0055322,-74.8235364,2
2365,calle 90 2,11.0055322,-74.8235364,2
2366,calle 90 2 24,11.0055322,-74.8235364,1
2367,calle 90 3,10.940572,-74.8241075,2
2368,calle 90 30,10.940572,-74.8241075,1
2369,calle 90 4,11.0055322,-74.8235364,2
2370,calle 90 42,11.0055322,-74.8235364,3
2371,calle 90 43,11.0055322,-74.8235364,2
2372,calle 90 46,11.0043195,-74.82362140427114,2
2373,calle 90 49,11.0055322,-74.8235364,4
2374,calle 90 50,11.0055322,-74.8235364,2
2375,calle 90 51,11.0055322,-74.8235364,18
2376,calle 90 51 ,11.0055322,-74.8235364,2
2377,calle 90 52,11.0055322,-74.8235364,2
2378,calle 90 52 15,11.0055322,-74.8235364,1
2379,calle 90 53,11.0121375,-74.81985398691215,1
2380,calle 90 53 ,11.0121375,-74.81985398691215,1
2381,calle 90 53 20,11.0055322,-74.8235364,1
2382,calle 90 53 45,11.0121375,-74.81985398691215,1
2383,calle 90 57,11.0055322,-74.8235364,4
2384,calle 90 58,11.0055322,-74.8235364,6
2385,calle 90 59,11.0055322,-74.8235364,7
2386,calle 90 59 188,11.0065908,-74.8230214,1
2387,calle 90 65 70,11.0055322,-74.8235364,1
2388,calle 90 71,11.0055322,-74.8235364,1
2389,calle 90 90 42,11.0055322,-74.8235364,1
2390,calle 902 1 95,10.9709899,-74.76533110667293,1
2391,calle 91 1,11.0214587,-74.8146818,2
2392,calle 91 39,11.0214587,-74.8146818,1
2393,calle 91 49,11.0214587,-74.8146818,8
2394,calle 91 5,11.0214587,-74.8146818,1
2395,calle 91 50,11.0214587,-74.8146818,2
2396,calle 91 53,11.023485,-74.811858,1
2397,calle 91 53 45,11.0214587,-74.8146818,1
2398,calle 91 56,11.0214587,-74.8146818,1
2399,calle 91 57,11.0214587,-74.8146818,1
2400,calle 91 57 ,11.0214587,-74.8146818,1
2401,calle 91 58,11.0214587,-74.8146818,1
2402,calle 91 59,11.0214587,-74.8146818,4
2403,calle 91 6,10.9468729,-74.825573,3
2404,calle 91 64,11.0214587,-74.8146818,9
2405,calle 91 64 38,11.0214587,-74.8146818,1
2406,calle 91 65,11.0214587,-74.8146818,1
2407,calle 91 71,11.0214587,-74.8146818,3
2408,calle 91 74,11.0214587,-74.8146818,1
2409,calle 92 2,11.0092758,-74.8236161,1
2410,calle 92 2 ,11.0092758,-74.8236161,1
2411,calle 92 3 ,10.9405969,-74.825727,1
2412,calle 92 4,11.0092758,-74.8236161,1
2413,calle 92 4 ,11.0092758,-74.8236161,1
2414,calle 92 42 88 151,11.024285,-74.8119775,1
2415,calle 92 421,11.0092758,-74.8236161,1
2416,calle 92 421 135,11.024285,-74.8119775,1
2417,calle 92 43,11.0092758,-74.8236161,2
2418,calle 92 45,11.024285,-74.8119775,2
2419,calle 92 46,11.0092758,-74.8236161,2
2420,calle 92 49,11.0092758,-74.8236161,1
2421,calle 92 51,11.0092758,-74.8236161,3
2422,calle 92 52,11.0092758,-74.8236161,1
2423,calle 92 71,11.0092758,-74.8236161,1
2424,calle 92 74,11.0092758,-74.8236161,1
2425,calle 92 75,11.0092758,-74.8236161,2
2426,calle 93 15 ,11.003635,-74.8272635,1
2427,calle 93 40,11.003635,-74.8272635,1
2428,calle 93 42,11.003635,-74.8272635,6
2429,calle 93 42 51,11.003635,-74.8272635,1
2430,calle 93 421,11.003635,-74.8272635,1
2431,calle 93 43,11.0024108,-74.8278887,3
2432,calle 93 43 180,11.003635,-74.8272635,1
2433,calle 93 45,11.003635,-74.8272635,5
2434,calle 93 45 46,11.003635,-74.8272635,1
2435,calle 93 46,11.003635,-74.8272635,6
2436,calle 93 46 196,11.0038059,-74.8271997,1
2437,calle 93 46 26,11.003635,-74.8272635,1
2438,calle 93 47,11.003635,-74.8272635,2
2439,calle 93 49,11.02114995,-74.81676806833886,12
2440,calle 93 49 29,11.003635,-74.8272635,1
2441,calle 93 49 89,11.003635,-74.8272635,1
2442,calle 93 49 90,11.003635,-74.8272635,1
2443,calle 93 51,11.003635,-74.8272635,3
2444,calle 93 51 37,11.003635,-74.8272635,1
2445,calle 93 51 94,11.003635,-74.8272635,1
2446,calle 93 52,11.003635,-74.8272635,1
2447,calle 93 7,11.003635,-74.8272635,1
2448,calle 93 71,11.02114995,-74.81676806833886,3
2449,calle 93 71 117,11.003635,-74.8272635,1
2450,calle 93 72,11.003635,-74.8272635,1
2451,calle 93 72 71,11.003635,-74.8272635,2
2452,calle 93 72 73,11.003635,-74.8272635,1
2453,calle 94 2,11.0149971,-74.8211455,2
2454,calle 94 3,10.9237282,-74.8276782,1
2455,calle 94 4,11.0190014,-74.8177837,2
2456,calle 94 45,11.0228249,-74.8169919,2
2457,calle 94 46,11.0190014,-74.8177837,1
2458,calle 94 47 23,11.0190014,-74.8177837,1
2459,calle 94 5,11.0190014,-74.8177837,1
2460,calle 94 51,11.0190014,-74.8177837,8
2461,calle 94 51 76,11.0190014,-74.8177837,1
2462,calle 94 52,11.0190014,-74.8177837,5
2463,calle 94 52 30,10.9237282,-74.8276782,1
2464,calle 94 53,11.0228249,-74.8169919,4
2465,calle 94 54,11.0190014,-74.8177837,1
2466,calle 94 56,11.0190014,-74.8177837,2
2467,calle 94 57,11.0190014,-74.8177837,2
2468,calle 94 58,11.0190014,-74.8177837,5
2469,calle 94 59,11.0190014,-74.8177837,4
2470,calle 94 6,10.964682,-74.8289217,1
2471,calle 94 6 07,10.964682,-74.8289217,1
2472,calle 94 64,11.0190014,-74.8177837,10
2473,calle 94 64 65,11.0190014,-74.8177837,1
2474,calle 94 65,11.0190014,-74.8177837,10
2475,calle 94 71,11.0190014,-74.8177837,3
2476,calle 94 72,11.0190014,-74.8177837,3
2477,calle 94 9 74,11.0190014,-74.8177837,1
2478,calle 95 11 ,10.9573211,-74.8264642,1
2479,calle 95 15 ,10.9573211,-74.8264642,2
2480,calle 95 30,10.9311959,-74.8271262,1
2481,calle 95 42,10.9573211,-74.8264642,5
2482,calle 95 43,10.9573211,-74.8264642,1
2483,calle 95 45,11.0076146,-74.8275893,2
2484,calle 95 46,10.9573211,-74.8264642,1
2485,calle 96 100 15 ,11.0079008,-74.8281803,1
2486,calle 96 132 15 ,11.0079008,-74.8281803,1
2487,calle 96 15 ,11.0079008,-74.8281803,9
2488,calle 96 2,11.0079008,-74.8281803,2
2489,calle 96 3,10.9395433,-74.8279004,2
2490,calle 96 3 18,10.9395433,-74.8279004,1
2491,calle 96 39,11.0079008,-74.8281803,1
2492,calle 96 42,11.0079008,-74.8281803,2
2493,calle 96 42 29,11.0079008,-74.8281803,1
2494,calle 96 44 196,11.005745,-74.8293402,1
2495,calle 96 45,11.005745,-74.8293402,2
2496,calle 96 46,11.0079008,-74.8281803,2
2497,calle 96 46 43,11.0079008,-74.8281803,2
2498,calle 96 47,11.0079008,-74.8281803,6
2499,calle 96 49 73,11.0079008,-74.8281803,1
2500,calle 96 51,11.0079008,-74.8281803,1
2501,calle 96 52,11.0079008,-74.8281803,1
2502,calle 96 53,11.005745,-74.8293402,1
2503,calle 96 55,11.0079008,-74.8281803,1
2504,calle 96 55 15,11.0079008,-74.8281803,1
2505,calle 96 58,11.0079008,-74.8281803,2
2506,calle 96 59,11.0079008,-74.8281803,2
2507,calle 96 6,11.0079008,-74.8281803,2
2508,calle 96 64,11.0079008,-74.8281803,3
2509,calle 96 71,11.0079008,-74.8281803,1
2510,calle 96 71 109,11.0079008,-74.8281803,1
2511,calle 960 49,10.9339937,-74.8065245,1
2512,calle 964 5,10.9946592,-74.7913807,1
2513,calle 97 42,11.0189416,-74.8211757,1
2514,calle 97 43,11.0189416,-74.8211757,1
2515,calle 97 6,10.9447742,-74.8279933,2
2516,calle 97 8,11.0189416,-74.8211757,1
2517,calle 97 9,11.0189416,-74.8211757,3
2518,calle 98 ,11.0157141,-74.825262,1
2519,calle 98 10,10.958532000000002,-74.82788110565374,1
2520,calle 98 15 ,11.014626,-74.8260378,5
2521,calle 98 4 ,11.014626,-74.8260378,3
2522,calle 98 42,11.014626,-74.8260378,2
2523,calle 98 43,11.014626,-74.8260378,1
2524,calle 98 45,11.0116098,-74.8281316,2
2525,calle 98 46 32,11.014626,-74.8260378,1
2526,calle 98 48,11.014626,-74.8260378,1
2527,calle 98 49,11.014626,-74.8260378,1
2528,calle 98 50,11.014626,-74.8260378,3
2529,calle 98 51,11.014626,-74.8260378,9
2530,calle 98 51 52,11.014626,-74.8260378,1
2531,calle 98 52,11.01318175,-74.82763304365729,10
2532,calle 98 52 51,11.014626,-74.8260378,1
2533,calle 98 52 52,11.014626,-74.8260378,1
2534,calle 98 53,11.0116098,-74.8281316,8
2535,calle 98 53 40,11.014626,-74.8260378,1
2536,calle 98 53 91,11.014626,-74.8260378,1
2537,calle 98 54,11.014626,-74.8260378,1
2538,calle 98 5467 ,11.0138488,-74.8265838,1
2539,calle 98 56,11.014626,-74.8260378,5
2540,calle 98 57,11.014626,-74.8260378,3
2541,calle 98 58,11.014626,-74.8260378,3
2542,calle 98 59,11.014626,-74.8260378,3
2543,calle 98 64,11.014626,-74.8260378,2
2544,calle 98 65,11.014626,-74.8260378,7
2545,calle 98 71,11.014626,-74.8260378,2
2546,calle 98 8,11.014626,-74.8260378,1
2547,calle 98 9,11.014626,-74.8260378,2
2548,calle 99 10,10.9338848,-74.8300208,2
2549,calle 99 16 ,11.0135121,-74.8282166,1
2550,calle 99 41,11.0135121,-74.8282166,1
2551,calle 99 42,11.0135121,-74.8282166,1
2552,calle 99 43,11.0135121,-74.8282166,2
2553,calle 99 44,11.0135121,-74.8282166,1
2554,calle 99 48,11.0135121,-74.8282166,1
2555,calle 99 49,11.0135121,-74.8282166,1
2556,calle 99 51,11.0135121,-74.8282166,1
2557,calle 99 52,11.01369665,-74.82840018891716,1
2558,calle 99 52 115,11.0211974,-74.8232124,1
2559,calle 99 53,11.01523785,-74.82647528784682,12
2560,calle 99 53 40,11.01523785,-74.82647528784682,1
2561,calle 99 53 55,11.0135121,-74.8282166,1
2562,calle 99 55,11.0135121,-74.8282166,3
2563,calle 99 55 97,11.0135121,-74.8282166,1
2564,calle 99 56,11.0135121,-74.8282166,7
2565,calle 99 56 48,11.0135121,-74.8282166,1
2566,calle 99 57,11.0135121,-74.8282166,6
2567,calle 99 58,11.01867105,-74.82543350968254,4
2568,calle 99 58 46,11.0135121,-74.8282166,1
2569,calle 99 59,11.0135121,-74.8282166,1
2570,calle 99 6,10.9486874,-74.8296678,5
2571,calle 99 65,11.0135121,-74.8282166,2
2572,calle 99 8,11.0135121,-74.8282166,1
2573,calle 99 9,11.0135121,-74.8282166,6
2574,carrera 1 ,10.9301752,-74.8008536,1
2575,carrera 1 19,10.9301905,-74.7997399,2
2576,carrera 1 30,10.9301905,-74.7997399,2
2577,carrera 1 37,10.9301905,-74.7997399,1
2578,carrera 1 373,10.9301905,-74.7997399,1
2579,carrera 1 41,10.9301905,-74.7997399,1
2580,carrera 1 42,10.9301905,-74.7997399,1
2581,carrera 1 43 44,10.9301905,-74.7997399,1
2582,carrera 1 44,10.9301905,-74.7997399,1
2583,carrera 1 45,10.9296861,-74.7951233,4
2584,carrera 1 45 28,10.9301905,-74.7997399,1
2585,carrera 1 45 47,10.9301905,-74.7997399,1
2586,carrera 1 46,10.9301905,-74.7997399,4
2587,carrera 1 46 05,10.9301905,-74.7997399,1
2588,carrera 1 48,10.9301905,-74.7997399,1
2589,carrera 1 51,10.9301905,-74.7997399,1
2590,carrera 1 66,10.9301905,-74.7997399,1
2591,carrera 1 90,10.9301905,-74.7997399,1
2592,carrera 10 10,10.9259591,-74.8156174,1
2593,carrera 10 11,10.96111305,-74.82113687632538,1
2594,carrera 10 111,10.9259591,-74.8156174,1
2595,carrera 10 13,10.9259591,-74.8156174,1
2596,carrera 10 14,11.03260845,-74.86538129281944,2
2597,carrera 10 17,10.9259591,-74.8156174,2
2598,carrera 10 18,10.9259591,-74.8156174,1
2599,carrera 10 19,10.9259591,-74.8156174,1
2600,carrera 10 19 52,10.9259591,-74.8156174,1
2601,carrera 10 26,10.9259591,-74.8156174,1
2602,carrera 10 27,10.9259591,-74.8156174,1
2603,carrera 10 27 28,10.9259591,-74.8156174,1
2604,carrera 10 44,10.9259591,-74.8156174,1
2605,carrera 10 45,10.9259591,-74.8156174,2
2606,carrera 10 47,10.9259591,-74.8156174,1
2607,carrera 10 47 38,10.9259591,-74.8156174,1
2608,carrera 10 5,11.03196295,-74.85847614038127,1
2609,carrera 10 5 06,10.9554205,-74.8082131,1
2610,carrera 10 5 18,10.9259591,-74.8156174,1
2611,carrera 10 50,10.9259591,-74.8156174,1
2612,carrera 10 50 37,10.9259591,-74.8156174,1
2613,carrera 10 51,10.9259591,-74.8156174,1
2614,carrera 10 57,11.03260845,-74.86538129281944,1
2615,carrera 10 6 38,10.9554205,-74.8082131,1
2616,carrera 10 8 100,11.0313558,-74.8595966,1
2617,carrera 10 84,10.9259591,-74.8156174,1
2618,carrera 10 9,10.9259591,-74.8156174,1
2619,carrera 10 98,10.9259591,-74.8156174,1
2620,carrera 11 116 33,10.9515502,-74.7717913,1
2621,carrera 11 23,10.9623694,-74.8186238,1
2622,carrera 11 30,10.9515502,-74.7717913,1
2623,carrera 11 30 31,10.9515502,-74.7717913,1
2624,carrera 11 31,10.9623694,-74.8186238,1
2625,carrera 11 35,10.9623694,-74.8186238,2
2626,carrera 11 36,10.9623694,-74.8186238,2
2627,carrera 11 36 91,10.9623694,-74.8186238,1
2628,carrera 11 38,10.9623694,-74.8186238,1
2629,carrera 11 40,10.9755696,-74.77497267138386,1
2630,carrera 11 52 40,10.9623694,-74.8186238,1
2631,carrera 11 52 56,10.9623694,-74.8186238,1
2632,carrera 11 64,10.9623694,-74.8186238,1
2633,carrera 118 36,11.0092745,-74.835885,1
2634,carrera 12 105,10.95068465,-74.77790600253735,1
2635,carrera 12 14,10.9506831,-74.7797756,1
2636,carrera 12 24,10.9506831,-74.7797756,6
2637,carrera 12 26,10.9506831,-74.7797756,1
2638,carrera 12 56 ,10.9506831,-74.7797756,1
2639,carrera 12 57,10.9506831,-74.7797756,1
2640,carrera 13 ,10.9665533,-74.824243,1
2641,carrera 13 07 30,10.9516633,-74.7783077,1
2642,carrera 13 104,10.9656119,-74.8337283,1
2643,carrera 13 105,10.9678586,-74.8372361,1
2644,carrera 13 108,10.9678586,-74.8372361,3
2645,carrera 13 109,10.9678586,-74.8372361,1
2646,carrera 13 110,10.9678586,-74.8372361,1
2647,carrera 13 11123,10.9636805,-74.8303585,1
2648,carrera 13 21,10.9656119,-74.8337283,1
2649,carrera 13 23,10.9658423,-74.8333887,1
2650,carrera 13 23 04,10.9678586,-74.8372361,1
2651,carrera 13 24,10.9678586,-74.8372361,3
2652,carrera 13 45,10.9657027,-74.8338715,1
2653,carrera 13 45 4,10.9678586,-74.8372361,1
2654,carrera 13 52,10.9678586,-74.8372361,1
2655,carrera 13 55,10.9660187,-74.8332439,1
2656,carrera 13 56,10.95717955,-74.80551084112372,1
2657,carrera 13 60,10.9678586,-74.8372361,2
2658,carrera 13 73,10.9678586,-74.8372361,2
2659,carrera 13 74 72,10.9678586,-74.8372361,1
2660,carrera 13 8,10.9678586,-74.8372361,1
2661,carrera 13 81,11.0307599,-74.8663073,2
2662,carrera 13 84,10.9649094,-74.8228439,1
2663,carrera 13 85,10.9678586,-74.8372361,1
2664,carrera 13 87,10.9678586,-74.8372361,1
2665,carrera 13 94,10.9678586,-74.8372361,3
2666,carrera 13 99,10.9678586,-74.8372361,1
2667,carrera 134,11.0092745,-74.835885,1
2668,carrera 136 84,11.0092745,-74.835885,1
2669,carrera 14 ,10.9523446,-74.7866018,1
2670,carrera 14 26,10.9702011,-74.8357409,1
2671,carrera 14 30,10.9517212,-74.7895293,1
2672,carrera 14 31,10.9702011,-74.8357409,2
2673,carrera 14 35,11.0294794,-74.86735281547658,4
2674,carrera 14 35 1,10.9702011,-74.8357409,1
2675,carrera 14 35 38,10.9702011,-74.8357409,1
2676,carrera 14 36,10.9702011,-74.8357409,2
2677,carrera 14 38,10.9702011,-74.8357409,5
2678,carrera 14 38 24,10.9702011,-74.8357409,1
2679,carrera 14 40,10.9702011,-74.8357409,3
2680,carrera 14 40 32,10.9702011,-74.8357409,1
2681,carrera 14 40 47,10.9702011,-74.8357409,1
2682,carrera 14 41,10.9702011,-74.8357409,4
2683,carrera 14 44,11.02923565,-74.86707505658002,4
2684,carrera 14 44 45,10.9702011,-74.8357409,1
2685,carrera 14 45,10.9702011,-74.8357409,9
2686,carrera 14 45 18,10.9702011,-74.8357409,1
2687,carrera 14 45 50,10.9702011,-74.8357409,1
2688,carrera 14 45 96,10.9702011,-74.8357409,1
2689,carrera 14 46,10.9702011,-74.8357409,1
2690,carrera 14 47,10.9702011,-74.8357409,2
2691,carrera 14 48,10.9702011,-74.8357409,2
2692,carrera 14 49 72,10.9702011,-74.8357409,1
2693,carrera 14 50,10.9702011,-74.8357409,2
2694,carrera 14 51,10.9702011,-74.8357409,1
2695,carrera 14 53,10.9702011,-74.8357409,2
2696,carrera 14 54,10.9702011,-74.8357409,2
2697,carrera 14 56,10.9702011,-74.8357409,4
2698,carrera 14 6,10.9590963,-74.8044488,1
2699,carrera 14 60,10.9702011,-74.8357409,1
2700,carrera 14 61,10.9702011,-74.8357409,1
2701,carrera 14 63,10.9702011,-74.8357409,3
2702,carrera 14 63 36,10.9702011,-74.8357409,1
2703,carrera 14 64,10.9702011,-74.8357409,5
2704,carrera 14 65,10.9702011,-74.8357409,1
2705,carrera 14 73 30,10.9517212,-74.7895293,1
2706,carrera 14 85,10.9702011,-74.8357409,1
2707,carrera 14 86 44,10.9702011,-74.8357409,1
2708,carrera 15 107,10.954234,-74.7724936,1
2709,carrera 15 18,10.954234,-74.7724936,1
2710,carrera 15 18 34,10.954234,-74.7724936,1
2711,carrera 15 23 61,10.954234,-74.7724936,1
2712,carrera 15 24,10.95264585,-74.77920387190801,5
2713,carrera 15 24 18,10.954234,-74.7724936,1
2714,carrera 15 26,10.954234,-74.7724936,1
2715,carrera 15 26 25,10.954234,-74.7724936,1
2716,carrera 15 28,10.954234,-74.7724936,2
2717,carrera 15 29,10.954234,-74.7724936,1
2718,carrera 15 31,10.954234,-74.7724936,1
2719,carrera 15 43 37,10.954234,-74.7724936,1
2720,carrera 15 46,10.954234,-74.7724936,2
2721,carrera 15 47,10.954234,-74.7724936,1
2722,carrera 15 47 17,10.954234,-74.7724936,1
2723,carrera 15 48,10.954234,-74.7724936,1
2724,carrera 15 49,10.954234,-74.7724936,2
2725,carrera 15 51,10.954234,-74.7724936,3
2726,carrera 15 56,10.954234,-74.7724936,1
2727,carrera 15 6,10.9640758,-74.8140846,1
2728,carrera 15 60,10.954234,-74.7724936,1
2729,carrera 15 61 4,10.954234,-74.7724936,1
2730,carrera 15 63,10.954234,-74.7724936,2
2731,carrera 15 64,10.954234,-74.7724936,1
2732,carrera 15 66 09,10.954234,-74.7724936,1
2733,carrera 15 68 08,10.954234,-74.7724936,1
2734,carrera 15 68 72,10.954234,-74.7724936,1
2735,carrera 15 69,10.954234,-74.7724936,1
2736,carrera 15 70,10.954234,-74.7724936,1
2737,carrera 15 70 100,11.0304982,-74.8676259,1
2738,carrera 15 70 152,10.954234,-74.7724936,2
2739,carrera 15 70 220,10.954234,-74.7724936,1
2740,carrera 15 72,10.954234,-74.7724936,3
2741,carrera 15 73,10.954234,-74.7724936,1
2742,carrera 15 74,10.954234,-74.7724936,1
2743,carrera 15 74 170,10.954234,-74.7724936,1
2744,carrera 15 75 ,10.954234,-74.7724936,1
2745,carrera 15 76,10.954234,-74.7724936,1
2746,carrera 15 77,10.954234,-74.7724936,1
2747,carrera 15 78 123,10.9636094,-74.8101209,4
2748,carrera 15 78 128,10.954234,-74.7724936,1
2749,carrera 15 78 30,10.954234,-74.7724936,1
2750,carrera 15 79,10.954234,-74.7724936,1
2751,carrera 15 80,10.9640758,-74.8140846,1
2752,carrera 15 80 20,10.9670675,-74.8416923,1
2753,carrera 15 84 95,10.954234,-74.7724936,1
2754,carrera 15 85,10.954234,-74.7724936,1
2755,carrera 15 87,10.954234,-74.7724936,1
2756,carrera 15 9,10.954234,-74.7724936,1
2757,carrera 15 90,10.954234,-74.7724936,8
2758,carrera 15 90 100,11.0304982,-74.8676259,2
2759,carrera 15 90 116,10.954234,-74.7724936,1
2760,carrera 15 90 130,10.954234,-74.7724936,2
2761,carrera 15 90 166,10.954234,-74.7724936,1
2762,carrera 15 90 204,10.954234,-74.7724936,3
2763,carrera 15 95,10.954234,-74.7724936,3
2764,carrera 15 96,10.954234,-74.7724936,2
2765,carrera 15 98,10.954234,-74.7724936,2
2766,carrera 16 23,11.02970685,-74.86741153439465,1
2767,carrera 16 31,11.0300002,-74.86775878666106,1
2768,carrera 16 31 217,10.9648441,-74.8096091,1
2769,carrera 16 45,10.9648441,-74.8096091,1
2770,carrera 16 46,11.0273403,-74.86995034318365,1
2771,carrera 16 47,10.9648441,-74.8096091,1
2772,carrera 16 49,10.9648441,-74.8096091,1
2773,carrera 16 50,10.9648441,-74.8096091,2
2774,carrera 16 63,10.9648441,-74.8096091,1
2775,carrera 16 64,10.9648441,-74.8096091,2
2776,carrera 16 65,10.9648441,-74.8096091,2
2777,carrera 17 11,10.97507775,-74.77560113263142,1
2778,carrera 17 17 66,10.9619486,-74.8020011,1
2779,carrera 17 18,10.9619486,-74.8020011,1
2780,carrera 17 35,11.0294794,-74.86735281547658,1
2781,carrera 17 38 39,10.9619486,-74.8020011,1
2782,carrera 17 47,10.9619486,-74.8020011,1
2783,carrera 17 72 204,10.9562317,-74.7693979,1
2784,carrera 17 95,10.9619486,-74.8020011,1
2785,carrera 18 14 28,10.9571118,-74.7961767,1
2786,carrera 18 27,10.9571118,-74.7961767,1
2787,carrera 18 36,10.9571118,-74.7961767,1
2788,carrera 18 39,10.9571118,-74.7961767,2
2789,carrera 18 45 78,10.9571118,-74.7961767,1
2790,carrera 18 73,10.9571118,-74.7961767,1
2791,carrera 19 ,10.9767147,-74.8483894,1
2792,carrera 19 1,10.9598578,-74.7967936,1
2793,carrera 19 24 22,10.9598578,-74.7967936,1
2794,carrera 19 30,10.9580024,-74.7682517,1
2795,carrera 19 31,10.9598578,-74.7967936,2
2796,carrera 19 40,10.9598578,-74.7967936,1
2797,carrera 19 41,10.9598578,-74.7967936,4
2798,carrera 19 44,10.9598578,-74.7967936,2
2799,carrera 19 44 35,10.9598578,-74.7967936,1
2800,carrera 19 45,10.9598578,-74.7967936,2
2801,carrera 19 46,10.9598578,-74.7967936,1
2802,carrera 19 47,10.9598578,-74.7967936,2
2803,carrera 19 48,10.9598578,-74.7967936,1
2804,carrera 19 49,10.9598578,-74.7967936,1
2805,carrera 19 53,10.9598578,-74.7967936,1
2806,carrera 19 57,10.9598578,-74.7967936,1
2807,carrera 19 63,10.9598578,-74.7967936,1
2808,carrera 2 ,10.935561,-74.8109326,1
2809,carrera 2 1,10.9359556,-74.7864626,1
2810,carrera 2 19,10.9359556,-74.7864626,1
2811,carrera 2 22 137,10.9359556,-74.7864626,1
2812,carrera 2 30,10.9359556,-74.7864626,2
2813,carrera 2 30 201,10.9380294,-74.782356,1
2814,carrera 2 33,10.9359556,-74.7864626,1
2815,carrera 2 35,10.9359556,-74.7864626,2
2816,carrera 2 36,10.9359556,-74.7864626,1
2817,carrera 2 37,10.9359556,-74.7864626,1
2818,carrera 2 371,10.9359556,-74.7864626,1
2819,carrera 2 42,10.9359556,-74.7864626,1
2820,carrera 2 45,10.9380294,-74.782356,2
2821,carrera 2 46,10.9359556,-74.7864626,1
2822,carrera 2 49,10.9359556,-74.7864626,1
2823,carrera 2 5,10.9359556,-74.7864626,1
2824,carrera 2 50,10.9359556,-74.7864626,2
2825,carrera 2 51,10.9359556,-74.7864626,1
2826,carrera 2 51 131,10.9380294,-74.782356,1
2827,carrera 2 51 61,10.9359556,-74.7864626,1
2828,carrera 2 54,10.9359556,-74.7864626,1
2829,carrera 2 72 51,10.9359556,-74.7864626,1
2830,carrera 2 78,10.9359556,-74.7864626,1
2831,carrera 2 78 19,10.9359556,-74.7864626,1
2832,carrera 2 8,10.9359556,-74.7864626,1
2833,carrera 2 8 12,10.9359556,-74.7864626,1
2834,carrera 2 90,10.9359556,-74.7864626,1
2835,carrera 2 91,10.9359556,-74.7864626,1
2836,carrera 2 94 31,10.9359556,-74.7864626,1
2837,carrera 2 98,10.9359556,-74.7864626,1
2838,carrera 20 110,10.9581752,-74.7898054,1
2839,carrera 20 111,10.9581752,-74.7898054,1
2840,carrera 20 17 108,10.9581752,-74.7898054,1
2841,carrera 20 24 114,10.9581752,-74.7898054,1
2842,carrera 20 26,10.9581752,-74.7898054,1
2843,carrera 20 28,10.9581752,-74.7898054,1
2844,carrera 20 30,10.9581847,-74.7708465,2
2845,carrera 20 31,10.9581752,-74.7898054,5
2846,carrera 20 35,10.9581752,-74.7898054,1
2847,carrera 20 36,10.9581752,-74.7898054,1
2848,carrera 20 38,10.9581752,-74.7898054,3
2849,carrera 20 40,10.9581752,-74.7898054,1
2850,carrera 20 41,10.9581752,-74.7898054,1
2851,carrera 20 44,10.9581752,-74.7898054,2
2852,carrera 20 45,10.9603184,-74.79441621613866,5
2853,carrera 20 47,10.9581752,-74.7898054,4
2854,carrera 20 48,10.9581752,-74.7898054,1
2855,carrera 20 50,10.9581752,-74.7898054,2
2856,carrera 20 51,10.9707908,-74.8405311,1
2857,carrera 20 53,10.9566844,-74.7859047,4
2858,carrera 20 57,10.9581752,-74.7898054,1
2859,carrera 20 58,10.9581752,-74.7898054,1
2860,carrera 20 63,10.9581752,-74.7898054,1
2861,carrera 20 64,10.9581752,-74.7898054,4
2862,carrera 20 96,10.9581752,-74.7898054,1
2863,carrera 21 ,10.9620701,-74.7938535,1
2864,carrera 21 12,10.961804,-74.7932404,1
2865,carrera 21 24 26,10.961804,-74.7932404,1
2866,carrera 21 26,10.961804,-74.7932404,1
2867,carrera 21 27,10.961804,-74.7932404,1
2868,carrera 21 28,10.961804,-74.7932404,3
2869,carrera 21 29,10.961804,-74.7932404,3
2870,carrera 21 30,10.9584221,-74.7755226,3
2871,carrera 21 31,10.961804,-74.7932404,9
2872,carrera 21 35,10.961804,-74.7932404,1
2873,carrera 21 36,10.961804,-74.7932404,2
2874,carrera 21 37,10.961804,-74.7932404,4
2875,carrera 21 38,10.961804,-74.7932404,6
