Direccion,Latitud,Longitud,acumulado
1764,calle 72 60 41,11.000112,-74.8000336,1
1765,calle 72 61,11.000112,-74.8000336,2
1766,calle 72 61 54,11.000112,-74.8000336,1
1767,calle 72 62,11.0039956,-74.7950386,1
1768,calle 72 65,11.000112,-74.8000336,4
1769,calle 72 65 87,11.000112,-74.8000336,1
1770,calle 72 66,11.000112,-74.8000336,1
1771,calle 72 66 65,11.000112,-74.8000336,1
1772,calle 72 68,11.000112,-74.8000336,2
1773,calle 72 68 54,11.000112,-74.8000336,1
1774,calle 72 69 14,11.000112,-74.8000336,1
1775,calle 72 71,11.000112,-74.8000336,4
1776,calle 72 71 ,11.000112,-74.8000336,1
1777,calle 72 71 20,11.000112,-74.8000336,1
1778,calle 72 71 50,11.000112,-74.8000336,1
1779,calle 72 72,11.000112,-74.8000336,1
1780,calle 73 13,10.9584783,-74.8174579,1
1781,calle 73 15 17,10.9584783,-74.8174579,1
1782,calle 73 16 13,10.9584783,-74.8174579,1
1783,calle 73 38 60,10.9584783,-74.8174579,1
1784,calle 73 39 63,10.9584783,-74.8174579,1
1785,calle 73 40 350,11.0114479,-74.78895596248843,1
1786,calle 73 41,10.9584783,-74.8174579,5
1787,calle 73 41 43,10.9584783,-74.8174579,1
1788,calle 73 5,10.9584783,-74.8174579,1
1789,calle 74 21,10.9856266,-74.8124613,1
1790,calle 74 21 114,10.9856266,-74.8124613,1
1791,calle 74 21 23,10.9856266,-74.8124613,1
1792,calle 74 25,10.9856266,-74.8124613,1
1793,calle 74 267,10.9926074,-74.8094851,1
1794,calle 74 33,10.9856266,-74.8124613,1
1795,calle 74 36,10.9856266,-74.8124613,1
1796,calle 74 37,10.9856266,-74.8124613,1
1797,calle 74 38,10.9856266,-74.8124613,8
1798,calle 74 38 100,10.9926074,-74.8094851,1
1799,calle 74 38 13,10.9856266,-74.8124613,1
1800,calle 74 39,10.99803105,-74.8059977,2
1801,calle 74 41,10.9856266,-74.8124613,24
1802,calle 74 41 41,10.9856266,-74.8124613,1
1803,calle 74 41 44,10.9856266,-74.8124613,1
1804,calle 74 41 64,10.9856266,-74.8124613,1
1805,calle 74 42,10.9856266,-74.8124613,5
1806,calle 74 43,10.9856266,-74.8124613,1
1807,calle 74 43 44,10.9856266,-74.8124613,2
1808,calle 74 44,10.9856266,-74.8124613,1
1809,calle 74 45 21,10.9856266,-74.8124613,1
1810,calle 74 45 46,10.9856266,-74.8124613,1
1811,calle 74 46 49,10.9856266,-74.8124613,1
1812,calle 74 47,10.9856266,-74.8124613,2
1813,calle 74 48,10.9856266,-74.8124613,1
1814,calle 74 49,10.99803105,-74.8059977,2
1815,calle 74 50,10.9856266,-74.8124613,2
1816,calle 74 52,10.9856266,-74.8124613,2
1817,calle 74 53,10.9926074,-74.8094851,1
1818,calle 74 55,10.9856266,-74.8124613,1
1819,calle 74 56,10.9856266,-74.8124613,4
1820,calle 74 56 61,10.9856266,-74.8124613,1
1821,calle 74 57,10.9856266,-74.8124613,7
1822,calle 74 58,10.9856266,-74.8124613,3
1823,calle 74 60,11.0041168,-74.79772174948029,1
1824,calle 74 61,11.0040904,-74.7968182,3
1825,calle 74 68,10.9856266,-74.8124613,2
1826,calle 74 74 78,10.9856266,-74.8124613,1
1827,calle 746 74,10.9447713,-74.7842231,1
1828,calle 75 21,11.0012546,-74.804685,2
1829,calle 75 22 75,11.0012546,-74.804685,1
1830,calle 75 26,11.0012546,-74.804685,4
1831,calle 75 267 22,11.0012546,-74.804685,1
1832,calle 75 267 31,11.0012546,-74.804685,1
1833,calle 75 27,11.0012546,-74.804685,1
1834,calle 75 40 74,11.0012546,-74.804685,1
1835,calle 75 41,11.0012546,-74.804685,7
1836,calle 75 41 28,11.0012546,-74.804685,1
1837,calle 75 41 54,11.0012546,-74.804685,3
1838,calle 75 41 79,11.0012546,-74.804685,1
1839,calle 75 42,11.0012546,-74.804685,6
1840,calle 75 43,11.0012546,-74.804685,3
1841,calle 75 44,11.0012546,-74.804685,7
1842,calle 75 45,11.0012546,-74.804685,1
1843,calle 75 45 ,11.0012546,-74.804685,1
1844,calle 75 45 16,11.0012546,-74.804685,1
1845,calle 75 46,11.0012546,-74.804685,9
1846,calle 75 47,11.0012546,-74.804685,23
1847,calle 75 47 46,11.0012546,-74.804685,1
1848,calle 75 48,11.0012546,-74.804685,10
1849,calle 75 49,11.0012546,-74.804685,24
1850,calle 75 49 15,11.0012546,-74.804685,1
1851,calle 75 50,11.0012546,-74.804685,4
1852,calle 75 50 ,11.0012546,-74.804685,1
1853,calle 75 50 30,10.9194522,-74.822785,1
1854,calle 75 51,11.0012546,-74.804685,2
1855,calle 75 52,11.0012546,-74.804685,2
1856,calle 75 53,11.0012546,-74.804685,4
1857,calle 75 53 27,11.0012546,-74.804685,1
1858,calle 75 54,11.0012546,-74.804685,4
1859,calle 75 55,11.0012546,-74.804685,2
1860,calle 75 56,11.0012546,-74.804685,5
1861,calle 75 57,11.0012546,-74.804685,1
1862,calle 75 58,11.0012546,-74.804685,2
1863,calle 75 59,11.0012546,-74.804685,13
1864,calle 75 59 59,11.0012546,-74.804685,1
1865,calle 75 60,11.0012546,-74.804685,15
1866,calle 75 61 62,11.0012546,-74.804685,1
1867,calle 75 62,11.0012546,-74.804685,1
1868,calle 75 65 23,11.0012546,-74.804685,1
1869,calle 75 66,11.0012546,-74.804685,1
1870,calle 75 66 41,11.0012546,-74.804685,1
1871,calle 75 67,11.0012546,-74.804685,2
1872,calle 75 68,11.0012546,-74.804685,5
1873,calle 75 68 55,11.0012546,-74.804685,1
1874,calle 75 7,11.0012546,-74.804685,1
1875,calle 75 70,11.0012546,-74.804685,3
1876,calle 75 71,11.0012546,-74.804685,3
1877,calle 75 72,11.0012546,-74.804685,1
1878,calle 75 73,11.0012546,-74.804685,2
1879,calle 75 87,11.0012546,-74.804685,1
1880,calle 76 2,10.9489726,-74.8218044,1
1881,calle 76 26,10.9489726,-74.8218044,2
1882,calle 76 2961,11.0146318,-74.7941737,1
1883,calle 76 34,10.9489726,-74.8218044,1
1884,calle 76 35,10.9489726,-74.8218044,1
1885,calle 76 36,10.9489726,-74.8218044,1
1886,calle 76 38,10.9489726,-74.8218044,8
1887,calle 76 38 29,10.9489726,-74.8218044,1
1888,calle 76 38 35,10.9489726,-74.8218044,1
1889,calle 76 38 45,10.9489726,-74.8218044,1
1890,calle 76 38 84,10.9489726,-74.8218044,1
1891,calle 76 39,10.9489726,-74.8218044,3
1892,calle 76 4 ,10.9489726,-74.8218044,1
1893,calle 76 41,10.9489726,-74.8218044,9
1894,calle 76 42,10.9933905,-74.8135174,10
1895,calle 76 42 122,11.0146318,-74.7941737,1
1896,calle 76 43,10.9489726,-74.8218044,4
1897,calle 76 43 15,10.9489726,-74.8218044,1
1898,calle 76 44,11.0050716,-74.8019365,3
1899,calle 76 45,11.0146318,-74.7941737,6
1900,calle 76 45 46,10.9489726,-74.8218044,1
1901,calle 76 46,10.9489726,-74.8218044,5
1902,calle 76 46 08,10.9489726,-74.8218044,1
1903,calle 76 46 16,10.9489726,-74.8218044,1
1904,calle 76 47,10.9489726,-74.8218044,4
1905,calle 76 47 34,10.9489726,-74.8218044,1
1906,calle 76 48,10.9489726,-74.8218044,2
1907,calle 76 49,10.9489726,-74.8218044,7
1908,calle 76 49 35,10.9489726,-74.8218044,1
1909,calle 76 50,11.0008634,-74.8081835,8
1910,calle 76 50 90,10.9489726,-74.8218044,1
1911,calle 76 51,10.9489726,-74.8218044,6
1912,calle 76 51 46,10.9489726,-74.8218044,1
1913,calle 76 52,11.00255365,-74.80645911730343,6
1914,calle 76 53,11.0030138,-74.8051558,3
1915,calle 76 54,11.0030138,-74.8051558,4
1916,calle 76 55,10.9489726,-74.8218044,1
1917,calle 76 55 56,10.9489726,-74.8218044,1
1918,calle 76 56,10.9489726,-74.8218044,3
1919,calle 76 56 30,10.9442715,-74.8212093,1
1920,calle 76 57,11.0050716,-74.8019365,3
1921,calle 76 58,10.9489726,-74.8218044,6
1922,calle 76 58 74,10.9489726,-74.8218044,1
1923,calle 76 6,10.9489726,-74.8218044,7
1924,calle 76 6 73,10.9489726,-74.8218044,1
1925,calle 76 60,10.9489726,-74.8218044,6
1926,calle 76 62,10.9489726,-74.8218044,2
1927,calle 76 64,10.9489726,-74.8218044,1
1928,calle 76 65,10.9489726,-74.8218044,2
1929,calle 76 66,10.9489726,-74.8218044,4
1930,calle 76 67,10.9489726,-74.8218044,2
1931,calle 76 68,11.01097815,-74.7979998933952,2
1932,calle 76 7,10.9489726,-74.8218044,2
1933,calle 76 71,10.9489726,-74.8218044,2
1934,calle 76 71 62,10.9489726,-74.8218044,1
1935,calle 76 72,10.9489726,-74.8218044,2
1936,calle 76 74,10.9489726,-74.8218044,1
1937,calle 76 74 81,10.9489726,-74.8218044,1
1938,calle 76 8,10.9489726,-74.8218044,5
1939,calle 76 9,10.9489726,-74.8218044,2
1940,calle 77 21,11.0061948,-74.8016781,1
1941,calle 77 38,11.0061948,-74.8016781,2
1942,calle 77 40,11.0061948,-74.8016781,4
1943,calle 77 48,11.0061948,-74.8016781,1
1944,calle 77 56,11.0061948,-74.8016781,1
1945,calle 77 57,11.0061948,-74.8016781,3
1946,calle 77 59,11.0061948,-74.8016781,8
1947,calle 77 59 60,11.0061948,-74.8016781,1
1948,calle 77 59 85,11.0061948,-74.8016781,1
1949,calle 77 6,10.959657,-74.821629,1
1950,calle 77 60,11.0061948,-74.8016781,4
1951,calle 77 62,11.0061948,-74.8016781,2
1952,calle 77 65,11.0061948,-74.8016781,2
1953,calle 77 65 32,11.0061948,-74.8016781,1
1954,calle 77 66,11.0061948,-74.8016781,2
1955,calle 77 68,11.0115182,-74.79884,2
1956,calle 77 71,11.0061948,-74.8016781,1
1957,calle 77 72,11.0061948,-74.8016781,2
1958,calle 77 72 73,11.0061948,-74.8016781,1
1959,calle 77 73 45,11.0061948,-74.8016781,1
1960,calle 77 74,11.0061948,-74.8016781,1
1961,calle 77 74 ,11.0061948,-74.8016781,1
1962,calle 77 74 38,11.0061948,-74.8016781,1
1963,calle 77 77,11.0061948,-74.8016781,1
1964,calle 78 13 ,11.0210979,-74.7963435,1
1965,calle 78 15 ,11.0210979,-74.7963435,1
1966,calle 78 2,10.93081235,-74.81928591569243,1
1967,calle 78 2 ,10.93081235,-74.81928591569243,1
1968,calle 78 21,11.0210979,-74.7963435,2
1969,calle 78 21 126,11.0210979,-74.7963435,1
1970,calle 78 21 203,11.0210979,-74.7963435,1
1971,calle 78 21 65,11.0210979,-74.7963435,1
1972,calle 78 25,11.0210979,-74.7963435,1
1973,calle 78 40,11.0210979,-74.7963435,1
1974,calle 78 41,11.0210979,-74.7963435,1
1975,calle 78 43,11.0210979,-74.7963435,1
1976,calle 78 53,11.0047886,-74.80738000479276,4
1977,calle 78 53 90,11.0047886,-74.80738000479276,1
1978,calle 78 5370 ,11.0210979,-74.7963435,1
1979,calle 78 55,11.0210979,-74.7963435,2
1980,calle 78 55 77,11.0210979,-74.7963435,1
1981,calle 78 57,11.00769495,-74.80406955000001,3
1982,calle 78 57 128,11.0210979,-74.7963435,1
1983,calle 78 5735,11.0210979,-74.7963435,1
1984,calle 78 59,11.0210979,-74.7963435,4
1985,calle 78 6,10.9735683,-74.8209422,1
1986,calle 78 9 132,11.0210979,-74.7963435,1
1987,calle 79 1,10.9964977,-74.8129564,1
1988,calle 79 267,11.0000707,-74.8110564,1
1989,calle 79 28,10.9964977,-74.8129564,1
1990,calle 79 29,10.9964977,-74.8129564,1
1991,calle 79 35,10.9964977,-74.8129564,3
1992,calle 79 35 40,10.9964977,-74.8129564,1
1993,calle 79 38,10.9964977,-74.8129564,1
1994,calle 79 40,10.9964977,-74.8129564,3
1995,calle 79 41,10.9964977,-74.8129564,1
1996,calle 79 42,10.9964977,-74.8129564,9
1997,calle 79 42 131,10.9964977,-74.8129564,1
1998,calle 79 42 229,11.0000707,-74.8110564,1
1999,calle 79 42 373,10.9959177,-74.8133042,1
2000,calle 79 42 382,10.9964977,-74.8129564,1
2001,calle 79 42 396,10.9964977,-74.8129564,1
2002,calle 79 43,10.9964977,-74.8129564,3
2003,calle 79 44,10.9964977,-74.8129564,4
2004,calle 79 45,11.0000707,-74.8110564,3
2005,calle 79 45 27,10.9964977,-74.8129564,1
2006,calle 79 46,10.9964977,-74.8129564,7
2007,calle 79 46 45,10.9964977,-74.8129564,1
2008,calle 79 47,10.9964977,-74.8129564,2
2009,calle 79 48,10.9964977,-74.8129564,1
2010,calle 79 49,10.9964977,-74.8129564,6
2011,calle 79 49 10,10.9368361,-74.8202393,1
2012,calle 79 49 33,10.9964977,-74.8129564,1
2013,calle 79 49 35,10.9964977,-74.8129564,1
2014,calle 79 49 49,10.9964977,-74.8129564,1
2015,calle 79 49 86,10.9964977,-74.8129564,1
2016,calle 79 50,10.9964977,-74.8129564,4
2017,calle 79 50 51,10.9964977,-74.8129564,1
2018,calle 79 51,10.9964977,-74.8129564,6
2019,calle 79 51 52,10.9964977,-74.8129564,1
2020,calle 79 52,10.9964977,-74.8129564,3
2021,calle 79 52 39,10.9964977,-74.8129564,1
2022,calle 79 53,11.0000707,-74.8110564,2
2023,calle 79 53 10,10.9368361,-74.8202393,1
2024,calle 79 55,10.9964977,-74.8129564,2
2025,calle 79 56,10.9964977,-74.8129564,2
2026,calle 79 57,10.9964977,-74.8129564,2
2027,calle 79 57 60,10.9964977,-74.8129564,1
2028,calle 79 58,10.9964977,-74.8129564,2
2029,calle 79 58 39,10.9964977,-74.8129564,1
2030,calle 79 59,10.9964977,-74.8129564,8
2031,calle 79 59 59,10.9964977,-74.8129564,1
2032,calle 79 60,10.9964977,-74.8129564,1
2033,calle 79 69,10.9964977,-74.8129564,1
2034,calle 79 70,10.9964977,-74.8129564,1
2035,calle 79 71,10.9964977,-74.8129564,1
2036,calle 79 72,10.9964977,-74.8129564,1
2037,calle 79 72 100,11.0000707,-74.8110564,1
2038,calle 79 72 30,10.9401445,-74.8194759,1
2039,calle 79 73,10.9964977,-74.8129564,2
2040,calle 79 74,10.9964977,-74.8129564,3
2041,calle 79 74 140,10.9964977,-74.8129564,1
2042,calle 79 75,10.9964977,-74.8129564,1
2043,calle 79 78,10.9964977,-74.8129564,3
2044,calle 79 78 21,10.9964977,-74.8129564,1
2045,calle 79 79 110,10.9964977,-74.8129564,1
2046,calle 8,10.9583103,-74.7698466,1
2047,calle 8 38,10.9794316,-74.7721697,2
2048,calle 8 38 ,10.9794316,-74.7721697,1
2049,calle 8 38 41,10.9794316,-74.7721697,1
2050,calle 8 41 43,10.9794316,-74.7721697,1
2051,calle 8 42,10.97918475,-74.77145156148379,4
2052,calle 8 42 48,10.9794316,-74.7721697,1
2053,calle 8 42 86,10.9794316,-74.7721697,1
2054,calle 8 43,10.9794316,-74.7721697,1
2055,calle 8 9,10.9794316,-74.7721697,1
2056,calle 80 15 ,11.0051225,-74.8116102,2
2057,calle 80 21,11.0051225,-74.8116102,1
2058,calle 80 33 155,11.0051225,-74.8116102,1
2059,calle 80 35,11.0051225,-74.8116102,1
2060,calle 80 38,11.0051225,-74.8116102,11
2061,calle 80 38 ,11.0051225,-74.8116102,1
2062,calle 80 39,11.0051225,-74.8116102,1
2063,calle 80 4,11.0051225,-74.8116102,1
2064,calle 80 40,11.0051225,-74.8116102,3
2065,calle 80 41,11.0051225,-74.8116102,8
2066,calle 80 41 26,11.0051225,-74.8116102,1
2067,calle 80 42,11.0051225,-74.8116102,25
2068,calle 80 42 ,11.0051225,-74.8116102,2
2069,calle 80 42 145,11.0042796,-74.8125167,1
2070,calle 80 42 200,11.0051225,-74.8116102,1
2071,calle 80 42 21,11.0051225,-74.8116102,1
2072,calle 80 42 54,11.0051225,-74.8116102,1
2073,calle 80 42 65,11.0051225,-74.8116102,1
2074,calle 80 42 96,11.0051225,-74.8116102,1
2075,calle 80 421,11.0051225,-74.8116102,1
2076,calle 80 43,11.0051225,-74.8116102,5
2077,calle 80 44,11.0051225,-74.8116102,2
2078,calle 80 45,11.0051225,-74.8116102,12
2079,calle 80 47,11.0051225,-74.8116102,5
2080,calle 80 47 59,11.0051225,-74.8116102,1
2081,calle 80 49,11.0016077,-74.81322281383088,3
2082,calle 80 5 ,11.0051225,-74.8116102,1
2083,calle 80 50,11.0051225,-74.8116102,3
2084,calle 80 51,11.0051225,-74.8116102,5
2085,calle 80 51 20,10.988016,-74.8208134,1
2086,calle 80 52,11.0051225,-74.8116102,3
2087,calle 80 53,11.00547505,-74.81010605754065,1
2088,calle 80 53 10,10.9274181,-74.8230881,1
2089,calle 80 56,11.0051225,-74.8116102,1
2090,calle 80 65,11.0016077,-74.81322281383088,3
2091,calle 80 68,11.0051225,-74.8116102,3
2092,calle 80 70,11.0051225,-74.8116102,1
2093,calle 80 71,11.01581215,-74.80515692512056,2
2094,calle 80 72,11.0051225,-74.8116102,3
2095,calle 80 73,11.0051225,-74.8116102,1
2096,calle 80 74,11.0051225,-74.8116102,3
2097,calle 80 75,11.0051225,-74.8116102,1
2098,calle 80 76,11.0051225,-74.8116102,1
2099,calle 80 77,11.0051225,-74.8116102,1
2100,calle 80 78,11.0051225,-74.8116102,4
2101,calle 80 9,11.0051225,-74.8116102,1
2102,calle 80 9 93,11.0051225,-74.8116102,1
2103,calle 81 13,10.9914097,-74.8233521,1
2104,calle 81 20,10.9914097,-74.8233521,1
2105,calle 81 38,10.98602265,-74.82321778372992,2
2106,calle 81 39,10.9914097,-74.8233521,2
2107,calle 81 41,10.9914097,-74.8233521,4
2108,calle 81 42,10.9914097,-74.8233521,1
2109,calle 81 42 ,10.9914097,-74.8233521,1
2110,calle 81 46,10.9914097,-74.8233521,1
2111,calle 81 54,10.9914097,-74.8233521,1
2112,calle 81 57,10.9914097,-74.8233521,4
2113,calle 81 57 56,10.9914097,-74.8233521,2
2114,calle 81 58,10.9914097,-74.8233521,3
2115,calle 81 59,10.9914097,-74.8233521,8
2116,calle 81 59 64,10.9914097,-74.8233521,1
2117,calle 81 64,10.9914097,-74.8233521,4
2118,calle 81 65,10.9914097,-74.8233521,3
2119,calle 81 66,10.9914097,-74.8233521,2
2120,calle 81 67,10.9914097,-74.8233521,3
2121,calle 81 68,10.9914097,-74.8233521,1
2122,calle 81 68 41,10.9914097,-74.8233521,1
2123,calle 81 69,10.9914097,-74.8233521,2
2124,calle 81 70,10.9914097,-74.8233521,1
2125,calle 81 71,10.9914097,-74.8233521,1
2126,calle 81 72,10.9914097,-74.8233521,2
2127,calle 81 73,10.9914097,-74.8233521,4
2128,calle 81 74,10.9914097,-74.8233521,1
2129,calle 81 75,10.9914097,-74.8233521,1
2130,calle 82 26,11.0039588,-74.8145174,1
2131,calle 82 36,11.0013676,-74.8164055,1
2132,calle 82 39,11.0013676,-74.8164055,1
2133,calle 82 42,11.0013676,-74.8164055,7
2134,calle 82 42 ,11.0013676,-74.8164055,1
2135,calle 82 43,11.0013676,-74.8164055,7
2136,calle 82 43 44,11.0013676,-74.8164055,1
2137,calle 82 44,10.9994887,-74.81702235161002,2
2138,calle 82 44 52,10.9994887,-74.81702235161002,1
2139,calle 82 45,11.0013676,-74.8164055,7
2140,calle 82 46,11.0013676,-74.8164055,2
2141,calle 82 47,11.0013676,-74.8164055,3
2142,calle 82 49,11.0013676,-74.8164055,5
2143,calle 82 49 21,11.0013676,-74.8164055,1
2144,calle 82 49 39,11.0013676,-74.8164055,1
2145,calle 82 50,11.0013676,-74.8164055,2
2146,calle 82 51,11.0039588,-74.8145174,6
2147,calle 82 51 51,11.0013676,-74.8164055,1
2148,calle 82 52,10.9994887,-74.81702235161002,1
2149,calle 82 52 21,11.0013676,-74.8164055,1
2150,calle 82 53,11.0013676,-74.8164055,5
2151,calle 82 55,11.0013676,-74.8164055,4
2152,calle 82 56,11.0013676,-74.8164055,7
2153,calle 82 57,11.0013676,-74.8164055,4
2154,calle 82 58,11.0013676,-74.8164055,2
2155,calle 82 59,11.0013676,-74.8164055,11
2156,calle 82 64,11.0013676,-74.8164055,1
2157,calle 82 71,11.0013676,-74.8164055,3
2158,calle 82 72,11.0013676,-74.8164055,3
2159,calle 82 73,11.0013676,-74.8164055,3
2160,calle 82 75,11.0013676,-74.8164055,4
2161,calle 82 76,11.0013676,-74.8164055,1
2162,calle 82 80,11.0013676,-74.8164055,1
2163,calle 83 21,10.9788555,-74.8259752,1
2164,calle 83 23 38,10.9788555,-74.8259752,1
2165,calle 83 26,10.9788555,-74.8259752,2
2166,calle 83 27,10.9788555,-74.8259752,2
2167,calle 83 28,10.9788555,-74.8259752,3
2168,calle 83 35,10.9788555,-74.8259752,1
2169,calle 83 38,10.9788555,-74.8259752,1
2170,calle 83 41,10.9788555,-74.8259752,1
2171,calle 83 42,10.9788555,-74.8259752,5
2172,calle 83 42 4,10.9788555,-74.8259752,1
2173,calle 83 421,10.9788555,-74.8259752,8
2174,calle 83 424 21,10.9788555,-74.8259752,1
2175,calle 83 71,10.9788555,-74.8259752,1
2176,calle 83 77,10.9788555,-74.8259752,1
2177,calle 83 79,10.9788555,-74.8259752,1
2178,calle 84 13 46,11.0040366,-74.8179764,1
2179,calle 84 21,11.0040366,-74.8179764,3
2180,calle 84 30 107,11.0079318,-74.8152678,1
2181,calle 84 36,11.0040366,-74.8179764,1
2182,calle 84 37 60,11.0040366,-74.8179764,1
2183,calle 84 38,11.0040366,-74.8179764,11
2184,calle 84 38 ,11.0040366,-74.8179764,1
2185,calle 84 39,11.0040366,-74.8179764,2
2186,calle 84 39 31,11.0040366,-74.8179764,1
2187,calle 84 39 39,11.0040366,-74.8179764,1
2188,calle 84 39 82,11.0040366,-74.8179764,1
2189,calle 84 40,11.0040366,-74.8179764,1
2190,calle 84 41,11.0040366,-74.8179764,11
2191,calle 84 42,11.0040366,-74.8179764,23
2192,calle 84 42 1,11.0040366,-74.8179764,2
2193,calle 84 42 271,11.025045,-74.8037072,1
2194,calle 84 42 29,11.0040366,-74.8179764,1
2195,calle 84 42 301,11.0040366,-74.8179764,1
2196,calle 84 42 42,11.0040366,-74.8179764,1
2197,calle 84 42 80,11.0040366,-74.8179764,1
2198,calle 84 421,11.0040366,-74.8179764,6
2199,calle 84 4225,11.0115097,-74.8112619,1
2200,calle 84 4239,11.0079318,-74.8152678,1
2201,calle 84 424,11.0040366,-74.8179764,1
2202,calle 84 43,11.0040366,-74.8179764,7
2203,calle 84 44,11.0040366,-74.8179764,5
2204,calle 84 45,11.00109125,-74.81940390689635,4
2205,calle 84 45 31,11.0040366,-74.8179764,1
2206,calle 84 46,11.0019946,-74.81924520242603,7
2207,calle 84 47,11.0040366,-74.8179764,3
2208,calle 84 4738,11.0040366,-74.8179764,1
2209,calle 84 49,11.0040366,-74.8179764,6
2210,calle 84 49 115,11.0040366,-74.8179764,1
2211,calle 84 49 25,11.0040366,-74.8179764,1
2212,calle 84 49 35,11.0040366,-74.8179764,1
2213,calle 84 50,11.0040366,-74.8179764,5
2214,calle 84 50 65,11.0040366,-74.8179764,1
2215,calle 84 50 77,11.0040366,-74.8179764,1
2216,calle 84 51,11.0040366,-74.8179764,10
2217,calle 84 51 51 ,11.0040366,-74.8179764,1
2218,calle 84 52,11.0040366,-74.8179764,3
2219,calle 84 53,11.0079318,-74.8152678,3
2220,calle 84 54,11.0040366,-74.8179764,2
2221,calle 84 54 59,11.0040366,-74.8179764,1
2222,calle 84 55,11.0040366,-74.8179764,2
2223,calle 84 56,11.0040366,-74.8179764,5
2224,calle 84 57,11.0040366,-74.8179764,4
2225,calle 84 58 47,11.0040366,-74.8179764,1
2226,calle 84 59,11.0040366,-74.8179764,5
2227,calle 84 59 34,11.0040366,-74.8179764,1
2228,calle 84 59 59,11.0040366,-74.8179764,1
2229,calle 84 64,11.0040366,-74.8179764,10
2230,calle 84 65,11.0040366,-74.8179764,8
2231,calle 84 65 ,11.0040366,-74.8179764,1
2232,calle 84 65 29,11.0040366,-74.8179764,1
2233,calle 84 67,11.0040366,-74.8179764,5
2234,calle 84 67 16,11.0040366,-74.8179764,1
2235,calle 84 68,11.0040366,-74.8179764,3
2236,calle 84 70,11.0040366,-74.8179764,1
2237,calle 84 75,11.0040366,-74.8179764,1
2238,calle 84 75 26,11.0040366,-74.8179764,1
2239,calle 84 76,11.0229511,-74.80716760518115,1
2240,calle 84 78,11.0040366,-74.8179764,1
2241,calle 84 96 47,11.0040366,-74.8179764,1
2242,calle 85 15 14,10.972136,-74.8274465,1
2243,calle 85 25,10.972136,-74.8274465,1
2244,calle 85 37,10.972136,-74.8274465,1
2245,calle 85 38,10.972136,-74.8274465,1
2246,calle 85 40,10.972136,-74.8274465,2
2247,calle 85 41 31,10.972136,-74.8274465,1
2248,calle 85 42,10.972136,-74.8274465,7
2249,calle 85 42 131,10.972136,-74.8274465,1
2250,calle 85 421,10.972136,-74.8274465,1
2251,calle 85 43,11.00062685,-74.82187644999999,2
2252,calle 85 44,10.972136,-74.8274465,1
2253,calle 85 45,11.0283818,-74.8022336,5
2254,calle 85 45 56,10.972136,-74.8274465,1
2255,calle 85 46,10.972136,-74.8274465,1
2256,calle 85 47,11.00322445,-74.82095301649656,15
2257,calle 85 49,10.972136,-74.8274465,2
2258,calle 85 50,11.005085,-74.81946464004399,1
2259,calle 85 50 37,10.972136,-74.8274465,2
